"CMS Certification Number (CCN)","State","Percent of residents who are up-to-date on their vaccines","Percent of staff who are up-to-date on their vaccines","Date vaccination data last updated"
"265336","MO","37.9","0.9","03/02/2025"
"265337","MO","64.6","Not Available","03/02/2025"
"265338","MO","45.5","0.0","03/02/2025"
"265339","MO","17.5","0.0","03/02/2025"
"265340","MO","28.6","0.0","03/02/2025"
"265341","MO","50.8","0.0","03/02/2025"
"265343","MO","92.0","3.9","03/02/2025"
"265345","MO","52.4","28.9","03/02/2025"
"265347","MO","7.8","0.0","03/02/2025"
"265348","MO","53.8","0.0","03/02/2025"
"265349","MO","Not Available","Not Available","03/02/2025"
"265351","MO","9.4","0.0","03/02/2025"
"265352","MO","Not Available","Not Available","03/02/2025"
"265353","MO","3.6","0.0","03/02/2025"
"265354","MO","81.6","1.4","03/02/2025"
"265355","MO","5.1","0.0","03/02/2025"
"265356","MO","0.0","2.6","03/02/2025"
"265358","MO","46.5","0.0","03/02/2025"
"265359","MO","59.8","0.2","03/02/2025"
"265360","MO","36.4","0.0","03/02/2025"
"265361","MO","67.9","0.0","03/02/2025"
"265362","MO","1.1","0.0","03/02/2025"
"265363","MO","0.0","0.0","03/02/2025"
"265365","MO","68.5","0.0","03/02/2025"
"265367","MO","33.3","2.3","03/02/2025"
"265368","MO","1.5","0.0","03/02/2025"
"265369","MO","54.7","1.5","03/02/2025"
"265373","MO","15.5","1.0","03/02/2025"
"265374","MO","53.1","2.9","03/02/2025"
"265377","MO","0.0","0.0","03/02/2025"
"265379","MO","55.7","0.0","03/02/2025"
"265381","MO","80.2","1.3","03/02/2025"
"265382","MO","58.7","Not Available","03/02/2025"
"265383","MO","32.3","3.0","03/02/2025"
"265385","MO","50.0","3.4","03/02/2025"
"265387","MO","0.0","0.9","03/02/2025"
"265389","MO","26.4","0.0","03/02/2025"
"265390","MO","41.1","0.0","03/02/2025"
"265392","MO","2.5","0.0","03/02/2025"
"265393","MO","Not Available","Not Available","03/02/2025"
"265395","MO","0.0","0.0","03/02/2025"
"265396","MO","53.3","7.3","03/02/2025"
"265398","MO","0.0","0.0","03/02/2025"
"265400","MO","10.0","7.0","03/02/2025"
"265402","MO","Not Available","Not Available","03/02/2025"
"265404","MO","64.9","0.0","03/02/2025"
"265405","MO","63.6","1.2","03/02/2025"
"265406","MO","18.3","0.0","03/02/2025"
"265407","MO","Not Available","Not Available","03/02/2025"
"265409","MO","Not Available","Not Available","03/02/2025"
"265411","MO","51.1","0.0","03/02/2025"
"265412","MO","45.5","0.0","03/02/2025"
"265414","MO","35.2","2.4","03/02/2025"
"265415","MO","51.3","6.6","03/02/2025"
"265416","MO","38.3","0.0","03/02/2025"
"265417","MO","0.0","0.0","03/02/2025"
"265418","MO","Not Available","Not Available","03/02/2025"
"265419","MO","46.2","7.1","03/02/2025"
"265420","MO","74.4","0.0","03/02/2025"
"265423","MO","0.0","3.9","03/02/2025"
"265425","MO","Not Available","Not Available","03/02/2025"
"265427","MO","Not Available","Not Available","03/02/2025"
"265428","MO","47.4","0.0","03/02/2025"
"265429","MO","0.0","1.1","03/02/2025"
"265430","MO","Not Available","Not Available","03/02/2025"
"265431","MO","90.3","4.3","03/02/2025"
"265433","MO","23.9","0.0","03/02/2025"
"265434","MO","60.0","1.6","03/02/2025"
"265437","MO","54.2","8.0","03/02/2025"
"265438","MO","65.6","0.0","03/02/2025"
"265439","MO","11.2","1.4","03/02/2025"
"265442","MO","0.0","0.0","03/02/2025"
"265446","MO","37.2","5.9","03/02/2025"
"265447","MO","44.1","0.9","03/02/2025"
"265450","MO","48.9","0.7","03/02/2025"
"265451","MO","30.4","2.0","03/02/2025"
"265452","MO","53.7","5.7","03/02/2025"
"265455","MO","Not Available","Not Available","03/02/2025"
"265456","MO","Not Available","Not Available","03/02/2025"
"265457","MO","30.0","86.1","03/02/2025"
"265460","MO","Not Available","Not Available","03/02/2025"
"265462","MO","26.3","28.4","03/02/2025"
"265463","MO","61.3","0.8","03/02/2025"
"265464","MO","0.0","0.0","03/02/2025"
"265466","MO","51.2","22.9","03/02/2025"
"265468","MO","48.1","0.0","03/02/2025"
"265470","MO","31.6","0.0","03/02/2025"
"265471","MO","Not Available","Not Available","03/02/2025"
"265472","MO","0.0","0.0","03/02/2025"
"265473","MO","2.1","0.0","03/02/2025"
"265474","MO","Not Available","Not Available","03/02/2025"
"265475","MO","46.7","1.9","03/02/2025"
"265476","MO","64.9","0.0","03/02/2025"
"265477","MO","Not Available","Not Available","03/02/2025"
"265479","MO","44.1","0.0","03/02/2025"
"265480","MO","63.0","2.2","03/02/2025"
"265481","MO","52.4","8.6","03/02/2025"
"265482","MO","75.0","0.0","03/02/2025"
"265485","MO","57.1","0.0","03/02/2025"
"265486","MO","47.5","1.4","03/02/2025"
"265489","MO","77.8","1.3","03/02/2025"
"265491","MO","64.0","25.0","03/02/2025"
"265492","MO","55.0","0.0","03/02/2025"
"265493","MO","48.7","1.9","03/02/2025"
"265494","MO","70.8","1.8","03/02/2025"
"265495","MO","54.2","0.0","03/02/2025"
"265496","MO","25.0","0.0","03/02/2025"
"265498","MO","Not Available","Not Available","03/02/2025"
"265500","MO","36.8","0.0","03/02/2025"
"265501","MO","100.0","44.8","03/02/2025"
"265503","MO","95.9","1.6","03/02/2025"
"265504","MO","46.9","0.0","03/02/2025"
"265506","MO","59.3","12.8","03/02/2025"
"265508","MO","0.0","0.0","03/02/2025"
"265509","MO","91.7","15.6","03/02/2025"
"265512","MO","14.6","0.0","03/02/2025"
"265514","MO","62.2","0.0","03/02/2025"
"265516","MO","Not Available","Not Available","03/02/2025"
"265518","MO","Not Available","100.0","03/02/2025"
"265519","MO","50.7","12.7","03/02/2025"
"265520","MO","0.0","0.0","03/02/2025"
"265521","MO","Not Available","Not Available","03/02/2025"
"265522","MO","44.9","0.0","03/02/2025"
"265523","MO","58.0","0.0","03/02/2025"
"265526","MO","52.6","0.0","03/02/2025"
"265528","MO","42.9","0.0","03/02/2025"
"265530","MO","72.5","0.0","03/02/2025"
"265531","MO","48.1","2.8","03/02/2025"
"265532","MO","0.0","0.0","03/02/2025"
"265534","MO","0.0","0.0","03/02/2025"
"265535","MO","76.5","0.0","03/02/2025"
"265536","MO","37.0","0.0","03/02/2025"
"265538","MO","24.2","0.0","03/02/2025"
"265539","MO","0.0","0.0","03/02/2025"
"265545","MO","48.0","4.8","03/02/2025"
"265546","MO","50.8","37.9","03/02/2025"
"265547","MO","0.0","0.0","03/02/2025"
"265548","MO","54.0","2.6","03/02/2025"
"265549","MO","0.0","0.0","03/02/2025"
"265550","MO","Not Available","Not Available","03/02/2025"
"265551","MO","15.2","0.0","03/02/2025"
"265552","MO","66.7","Not Available","03/02/2025"
"265553","MO","48.6","0.0","03/02/2025"
"265554","MO","88.9","0.0","03/02/2025"
"265555","MO","46.0","0.0","03/02/2025"
"265556","MO","38.3","0.0","03/02/2025"
"265558","MO","1.7","1.4","03/02/2025"
"265559","MO","10.6","0.6","03/02/2025"
"265564","MO","55.1","0.0","03/02/2025"
"265565","MO","0.0","0.0","03/02/2025"
"265566","MO","1.3","0.0","03/02/2025"
"265571","MO","46.8","3.4","03/02/2025"
"265573","MO","Not Available","Not Available","03/02/2025"
"265574","MO","44.7","0.0","03/02/2025"
"265577","MO","Not Available","Not Available","03/02/2025"
"265578","MO","49.0","8.0","03/02/2025"
"265579","MO","22.8","33.3","03/02/2025"
"265580","MO","85.7","9.8","03/02/2025"
"265581","MO","Not Available","Not Available","03/02/2025"
"265582","MO","0.0","0.0","03/02/2025"
"265583","MO","59.4","1.1","03/02/2025"
"265585","MO","Not Available","Not Available","03/02/2025"
"265586","MO","0.0","0.0","03/02/2025"
"265589","MO","Not Available","Not Available","03/02/2025"
"265590","MO","Not Available","7.0","03/02/2025"
"265591","MO","13.3","9.4","03/02/2025"
"265593","MO","13.5","2.0","03/02/2025"
"265594","MO","41.7","1.2","03/02/2025"
"265595","MO","1.3","2.2","03/02/2025"
"265597","MO","Not Available","Not Available","03/02/2025"
"265598","MO","0.0","2.5","03/02/2025"
"265599","MO","44.4","Not Available","03/02/2025"
"265600","MO","73.3","1.8","03/02/2025"
"265605","MO","37.2","Not Available","03/02/2025"
"265607","MO","Not Available","Not Available","03/02/2025"
"265608","MO","48.8","0.0","03/02/2025"
"265609","MO","0.0","0.0","03/02/2025"
"265610","MO","34.7","0.0","03/02/2025"
"265611","MO","Not Available","Not Available","03/02/2025"
"265614","MO","0.0","0.0","03/02/2025"
"265618","MO","38.3","0.0","03/02/2025"
"265620","MO","42.7","1.6","03/02/2025"
"265621","MO","54.8","0.0","03/02/2025"
"265625","MO","Not Available","Not Available","03/02/2025"
"265627","MO","Not Available","Not Available","03/02/2025"
"265629","MO","Not Available","Not Available","03/02/2025"
"265632","MO","0.0","0.0","03/02/2025"
"265633","MO","Not Available","Not Available","03/02/2025"
"265634","MO","22.2","0.0","03/02/2025"
"265636","MO","Not Available","Not Available","03/02/2025"
"265638","MO","0.0","0.0","03/02/2025"
"265639","MO","51.6","0.0","03/02/2025"
"265643","MO","92.9","22.7","03/02/2025"
"265644","MO","0.0","0.0","03/02/2025"
"265645","MO","45.7","0.0","03/02/2025"
"265646","MO","78.9","0.0","03/02/2025"
"265647","MO","30.9","100.0","03/02/2025"
"265649","MO","38.7","10.3","03/02/2025"
"265651","MO","70.1","19.4","03/02/2025"
"265652","MO","44.1","1.9","03/02/2025"
"265654","MO","Not Available","Not Available","03/02/2025"
"265655","MO","54.2","0.0","03/02/2025"
"265656","MO","Not Available","Not Available","03/02/2025"
"265661","MO","0.0","0.0","03/02/2025"
"265663","MO","Not Available","Not Available","03/02/2025"
"265664","MO","19.6","0.0","03/02/2025"
"265665","MO","28.1","0.0","03/02/2025"
"265666","MO","69.8","0.0","03/02/2025"
"265667","MO","80.0","84.0","03/02/2025"
"265668","MO","85.3","87.4","03/02/2025"
"265669","MO","66.0","0.0","03/02/2025"
"265670","MO","58.8","1.7","03/02/2025"
"265672","MO","Not Available","Not Available","03/02/2025"
"265674","MO","42.5","0.0","03/02/2025"
"265676","MO","0.0","0.0","03/02/2025"
"265677","MO","37.9","1.1","03/02/2025"
"265678","MO","28.6","0.0","03/02/2025"
"265679","MO","65.6","0.0","03/02/2025"
"265680","MO","96.5","1.5","03/02/2025"
"265681","MO","Not Available","Not Available","03/02/2025"
"265682","MO","60.8","5.2","03/02/2025"
"265683","MO","0.0","0.0","03/02/2025"
"265688","MO","49.3","5.3","03/02/2025"
"265690","MO","Not Available","Not Available","03/02/2025"
"265693","MO","60.3","0.0","03/02/2025"
"265694","MO","17.2","1.1","03/02/2025"
"265696","MO","45.6","7.1","03/02/2025"
"265698","MO","0.0","0.0","03/02/2025"
"265699","MO","100.0","84.0","03/02/2025"
"265700","MO","67.5","78.6","03/02/2025"
"265701","MO","35.9","0.8","03/02/2025"
"265702","MO","68.8","0.9","03/02/2025"
"265703","MO","Not Available","Not Available","03/02/2025"
"265704","MO","Not Available","Not Available","03/02/2025"
"265705","MO","83.3","13.2","03/02/2025"
"265706","MO","0.0","0.0","03/02/2025"
"265708","MO","47.7","2.4","03/02/2025"
"265710","MO","Not Available","Not Available","03/02/2025"
"265711","MO","57.1","0.0","03/02/2025"
"265712","MO","Not Available","Not Available","03/02/2025"
"265713","MO","56.1","2.0","03/02/2025"
"265714","MO","33.3","Not Available","03/02/2025"
"265715","MO","38.8","Not Available","03/02/2025"
"265716","MO","3.8","Not Available","03/02/2025"
"265717","MO","0.0","0.0","03/02/2025"
"265718","MO","60.0","3.6","03/02/2025"
"265719","MO","Not Available","Not Available","03/02/2025"
"265720","MO","0.0","1.3","03/02/2025"
"265721","MO","0.0","0.0","03/02/2025"
"265727","MO","63.8","0.0","03/02/2025"
"265729","MO","50.0","0.0","03/02/2025"
"265730","MO","0.0","0.0","03/02/2025"
"265731","MO","47.4","0.3","03/02/2025"
"265732","MO","49.1","0.0","03/02/2025"
"265733","MO","69.2","64.8","03/02/2025"
"265734","MO","Not Available","Not Available","03/02/2025"
"265735","MO","50.0","26.0","03/02/2025"
"265736","MO","0.0","1.2","03/02/2025"
"265737","MO","50.0","1.3","03/02/2025"
"265738","MO","45.5","0.0","03/02/2025"
"265739","MO","0.0","0.0","03/02/2025"
"265740","MO","65.5","0.0","03/02/2025"
"265742","MO","23.6","0.0","03/02/2025"
"265743","MO","49.1","0.0","03/02/2025"
"265744","MO","6.1","0.0","03/02/2025"
"265745","MO","55.2","2.2","03/02/2025"
"265746","MO","10.5","0.0","03/02/2025"
"265747","MO","52.4","1.9","03/02/2025"
"265748","MO","2.0","1.6","03/02/2025"
"265749","MO","53.3","1.8","03/02/2025"
"265752","MO","47.0","0.0","03/02/2025"
"265753","MO","50.0","2.2","03/02/2025"
"265754","MO","0.0","0.0","03/02/2025"
"265755","MO","33.3","8.9","03/02/2025"
"265756","MO","Not Available","Not Available","03/02/2025"
"265757","MO","3.5","1.1","03/02/2025"
"265758","MO","54.5","0.0","03/02/2025"
"265759","MO","83.9","78.7","03/02/2025"
"265760","MO","2.6","4.3","03/02/2025"
"265761","MO","80.0","4.3","03/02/2025"
"265762","MO","45.6","0.0","03/02/2025"
"265763","MO","Not Available","Not Available","03/02/2025"
"265764","MO","75.9","0.0","03/02/2025"
"265765","MO","50.7","0.0","03/02/2025"
"265766","MO","0.0","0.6","03/02/2025"
"265767","MO","76.0","0.0","03/02/2025"
"265768","MO","9.3","0.0","03/02/2025"
"265769","MO","92.6","3.6","03/02/2025"
"265770","MO","45.1","0.7","03/02/2025"
"265771","MO","0.0","0.0","03/02/2025"
"265772","MO","47.1","1.1","03/02/2025"
"265773","MO","70.4","5.1","03/02/2025"
"265775","MO","0.0","0.0","03/02/2025"
"265776","MO","Not Available","Not Available","03/02/2025"
"265777","MO","46.3","0.0","03/02/2025"
"265778","MO","0.0","0.0","03/02/2025"
"265779","MO","57.6","0.0","03/02/2025"
"265782","MO","95.9","27.1","03/02/2025"
"265783","MO","45.0","3.2","03/02/2025"
"265784","MO","52.2","3.6","03/02/2025"
"265785","MO","59.7","1.3","03/02/2025"
"265786","MO","43.3","0.0","03/02/2025"
"265787","MO","62.9","0.0","03/02/2025"
"265791","MO","Not Available","Not Available","03/02/2025"
"265792","MO","58.7","13.0","03/02/2025"
"265793","MO","51.1","1.0","03/02/2025"
"265794","MO","18.2","1.2","03/02/2025"
"265795","MO","77.0","Not Available","03/02/2025"
"265796","MO","41.0","0.0","03/02/2025"
"265797","MO","0.0","0.0","03/02/2025"
"265798","MO","Not Available","Not Available","03/02/2025"
"265799","MO","0.0","0.0","03/02/2025"
"265800","MO","57.7","8.4","03/02/2025"
"265801","MO","44.6","6.4","03/02/2025"
"265802","MO","Not Available","Not Available","03/02/2025"
"265803","MO","Not Available","Not Available","03/02/2025"
"265804","MO","66.3","2.5","03/02/2025"
"265805","MO","49.1","1.1","03/02/2025"
"265807","MO","52.5","0.0","03/02/2025"
"265808","MO","47.6","4.1","03/02/2025"
"265810","MO","58.8","2.2","03/02/2025"
"265813","MO","84.2","5.0","03/02/2025"
"265814","MO","Not Available","Not Available","03/02/2025"
"265816","MO","56.8","10.9","03/02/2025"
"265817","MO","29.2","0.0","03/02/2025"
"265819","MO","63.3","2.7","03/02/2025"
"265820","MO","8.3","6.8","03/02/2025"
"265821","MO","77.4","0.0","03/02/2025"
"265822","MO","0.0","3.9","03/02/2025"
"265823","MO","0.0","84.2","03/02/2025"
"265824","MO","11.8","0.0","03/02/2025"
"265825","MO","73.1","20.0","03/02/2025"
"265826","MO","21.8","0.0","03/02/2025"
"265827","MO","16.9","34.8","03/02/2025"
"265828","MO","96.1","15.9","03/02/2025"
"265829","MO","1.2","0.0","03/02/2025"
"265831","MO","86.0","7.5","03/02/2025"
"265833","MO","Not Available","Not Available","03/02/2025"
"265834","MO","2.6","0.0","03/02/2025"
"265835","MO","52.6","1.0","03/02/2025"
"265836","MO","Not Available","Not Available","03/02/2025"
"265837","MO","14.3","0.9","03/02/2025"
"265838","MO","6.3","0.0","03/02/2025"
"265839","MO","32.7","3.4","03/02/2025"
"265840","MO","14.0","2.5","03/02/2025"
"265841","MO","79.5","2.6","03/02/2025"
"265842","MO","28.1","0.0","03/02/2025"
"265843","MO","Not Available","Not Available","03/02/2025"
"265844","MO","30.8","3.8","03/02/2025"
"265845","MO","78.2","0.0","03/02/2025"
"265846","MO","37.7","0.0","03/02/2025"
"265848","MO","0.0","0.0","03/02/2025"
"265849","MO","Not Available","7.2","03/02/2025"
"265850","MO","55.1","4.9","03/02/2025"
"265851","MO","36.0","4.2","03/02/2025"
"265852","MO","0.0","0.0","03/02/2025"
"265853","MO","35.4","0.0","03/02/2025"
"265854","MO","0.0","1.8","03/02/2025"
"265855","MO","57.5","13.1","03/02/2025"
"265856","MO","0.0","6.6","03/02/2025"
"265857","MO","19.0","2.5","03/02/2025"
"265858","MO","55.7","0.0","03/02/2025"
"265859","MO","0.0","0.0","03/02/2025"
"265860","MO","32.2","0.0","03/02/2025"
"265861","MO","28.6","55.3","03/02/2025"
"265862","MO","0.0","5.8","03/02/2025"
"265863","MO","7.8","2.0","03/02/2025"
"265864","MO","27.8","4.8","03/02/2025"
"265865","MO","24.8","0.6","03/02/2025"
"265866","MO","58.5","0.0","03/02/2025"
"265867","MO","17.9","0.0","03/02/2025"
"265868","MO","15.0","0.0","03/02/2025"
"265869","MO","61.1","0.0","03/02/2025"
"265870","MO","8.3","0.9","03/02/2025"
"265871","MO","Not Available","Not Available","03/02/2025"
"265872","MO","78.4","68.1","03/02/2025"
"265873","MO","61.1","0.0","03/02/2025"
"265874","MO","26.9","0.0","03/02/2025"
"265875","MO","35.6","0.0","03/02/2025"
"265876","MO","Not Available","Not Available","03/02/2025"
"265877","MO","59.2","1.3","03/02/2025"
"265878","MO","1.3","0.0","03/02/2025"
"265880","MO","9.1","81.1","03/02/2025"
"265881","MO","8.7","2.6","03/02/2025"
"265883","MO","4.2","0.3","03/02/2025"
"265884","MO","Not Available","Not Available","03/02/2025"
"265885","MO","46.7","0.0","03/02/2025"
"265887","MO","Not Available","Not Available","03/02/2025"
"26A292","MO","80.4","23.2","03/02/2025"
"26A293","MO","Not Available","Not Available","03/02/2025"
"26A378","MO","55.5","0.0","03/02/2025"
"26A381","MO","29.4","7.1","03/02/2025"
"26A443","MO","73.3","24.0","03/02/2025"
"26A469","MO","0.0","0.0","03/02/2025"
"26A484","MO","57.1","4.9","03/02/2025"
"26A490","MO","Not Available","Not Available","03/02/2025"
"26E084","MO","63.8","5.8","03/02/2025"
"26E256","MO","63.4","9.1","03/02/2025"
"26E420","MO","Not Available","Not Available","03/02/2025"
"26E421","MO","Not Available","0.0","03/02/2025"
"275012","MT","0.0","8.6","03/02/2025"
"275020","MT","34.2","4.1","03/02/2025"
"275021","MT","59.6","Not Available","03/02/2025"
"275024","MT","57.5","13.1","03/02/2025"
"275025","MT","4.8","1.3","03/02/2025"
"275029","MT","52.5","9.2","03/02/2025"
"275030","MT","64.9","10.3","03/02/2025"
"275035","MT","70.6","11.1","03/02/2025"
"275040","MT","61.3","15.7","03/02/2025"
"275043","MT","68.5","2.6","03/02/2025"
"275044","MT","27.8","0.0","03/02/2025"
"275047","MT","50.0","37.8","03/02/2025"
"275049","MT","Not Available","20.0","03/02/2025"
"275056","MT","43.3","1.8","03/02/2025"
"275060","MT","56.5","9.2","03/02/2025"
"275061","MT","52.4","4.2","03/02/2025"
"275065","MT","60.0","2.7","03/02/2025"
"275066","MT","35.8","12.6","03/02/2025"
"275067","MT","37.1","7.1","03/02/2025"
"275069","MT","51.7","0.0","03/02/2025"
"275070","MT","37.0","6.0","03/02/2025"
"275072","MT","66.7","Not Available","03/02/2025"
"275073","MT","93.0","26.5","03/02/2025"
"275079","MT","45.8","2.0","03/02/2025"
"275080","MT","37.5","3.1","03/02/2025"
"275084","MT","16.3","1.5","03/02/2025"
"275087","MT","0.0","0.0","03/02/2025"
"275091","MT","41.8","9.5","03/02/2025"
"275093","MT","55.6","0.0","03/02/2025"
"275100","MT","65.4","29.5","03/02/2025"
"275103","MT","55.3","Not Available","03/02/2025"
"275104","MT","Not Available","Not Available","03/02/2025"
"275106","MT","2.0","8.3","03/02/2025"
"275107","MT","63.0","0.0","03/02/2025"
"275109","MT","49.6","8.4","03/02/2025"
"275111","MT","41.0","4.4","03/02/2025"
"275112","MT","64.0","1.5","03/02/2025"
"275119","MT","54.1","4.5","03/02/2025"
"275120","MT","50.6","1.2","03/02/2025"
"275121","MT","65.1","6.3","03/02/2025"
"275122","MT","72.5","20.3","03/02/2025"
"275123","MT","100.0","0.0","03/02/2025"
"275124","MT","Not Available","Not Available","03/02/2025"
"275125","MT","51.3","4.0","03/02/2025"
"275126","MT","56.0","0.8","03/02/2025"
"275127","MT","50.0","1.5","03/02/2025"
"275129","MT","51.3","7.0","03/02/2025"
"275132","MT","12.0","0.0","03/02/2025"
"275133","MT","76.7","6.9","03/02/2025"
"275134","MT","40.0","0.0","03/02/2025"
"275135","MT","2.7","1.7","03/02/2025"
"275136","MT","Not Available","Not Available","03/02/2025"
"275140","MT","51.5","0.0","03/02/2025"
"275144","MT","49.0","3.6","03/02/2025"
"275147","MT","Not Available","Not Available","03/02/2025"
"275153","MT","91.3","56.5","03/02/2025"
"275156","MT","67.4","0.0","03/02/2025"
"275157","MT","Not Available","Not Available","03/02/2025"
"27A052","MT","52.2","15.3","03/02/2025"
"285002","NE","72.0","2.5","03/02/2025"
"285004","NE","65.9","1.5","03/02/2025"
"285019","NE","50.6","24.6","03/02/2025"
"285036","NE","64.7","7.7","03/02/2025"
"285049","NE","40.0","33.3","03/02/2025"
"285054","NE","27.4","0.0","03/02/2025"
"285055","NE","46.9","0.0","03/02/2025"
"285057","NE","Not Available","Not Available","03/02/2025"
"285058","NE","59.6","Not Available","03/02/2025"
"285059","NE","72.0","4.7","03/02/2025"
"285062","NE","27.3","1.9","03/02/2025"
"285063","NE","53.4","1.1","03/02/2025"
"285065","NE","52.5","1.4","03/02/2025"
"285066","NE","23.7","5.7","03/02/2025"
"285067","NE","41.1","7.2","03/02/2025"
"285071","NE","56.0","4.4","03/02/2025"
"285072","NE","35.7","0.0","03/02/2025"
"285073","NE","53.3","0.0","03/02/2025"
"285074","NE","52.6","0.0","03/02/2025"
"285076","NE","57.4","1.5","03/02/2025"
"285078","NE","Not Available","Not Available","03/02/2025"
"285080","NE","38.7","0.0","03/02/2025"
"285081","NE","33.3","Not Available","03/02/2025"
"285082","NE","61.1","0.0","03/02/2025"
"285083","NE","50.0","3.1","03/02/2025"
"285085","NE","73.4","2.0","03/02/2025"
"285087","NE","40.2","0.7","03/02/2025"
"285088","NE","60.6","1.3","03/02/2025"
"285089","NE","41.0","0.9","03/02/2025"
"285091","NE","0.0","0.0","03/02/2025"
"285092","NE","93.2","6.3","03/02/2025"
"285093","NE","55.3","0.0","03/02/2025"
"285094","NE","49.3","0.0","03/02/2025"
"285095","NE","21.3","0.0","03/02/2025"
"285096","NE","46.9","5.9","03/02/2025"
"285097","NE","34.4","4.2","03/02/2025"
"285098","NE","39.1","0.0","03/02/2025"
"285102","NE","52.5","0.9","03/02/2025"
"285104","NE","60.9","3.5","03/02/2025"
"285106","NE","68.6","1.0","03/02/2025"
"285108","NE","45.0","0.0","03/02/2025"
"285109","NE","80.5","0.0","03/02/2025"
"285112","NE","45.2","0.0","03/02/2025"
"285114","NE","0.0","0.0","03/02/2025"
"285115","NE","65.0","3.6","03/02/2025"
"285116","NE","54.8","0.0","03/02/2025"
"285117","NE","49.0","9.0","03/02/2025"
"285118","NE","2.9","0.0","03/02/2025"
"285119","NE","71.3","3.3","03/02/2025"
"285124","NE","58.1","0.0","03/02/2025"
"285126","NE","44.9","0.0","03/02/2025"
"285127","NE","54.0","10.8","03/02/2025"
"285130","NE","48.3","10.7","03/02/2025"
"285131","NE","59.2","3.2","03/02/2025"
"285133","NE","61.1","13.0","03/02/2025"
"285134","NE","7.1","0.4","03/02/2025"
"285135","NE","46.2","3.4","03/02/2025"
"285137","NE","43.9","58.8","03/02/2025"
"285138","NE","71.4","0.0","03/02/2025"
"285139","NE","45.9","0.0","03/02/2025"
"285140","NE","64.2","0.0","03/02/2025"
"285141","NE","59.0","0.0","03/02/2025"
"285143","NE","51.1","0.0","03/02/2025"
"285144","NE","44.2","0.0","03/02/2025"
"285146","NE","60.5","0.0","03/02/2025"
"285147","NE","79.7","1.0","03/02/2025"
"285148","NE","0.0","0.0","03/02/2025"
"285149","NE","71.5","1.0","03/02/2025"
"285150","NE","55.2","0.0","03/02/2025"
"285151","NE","72.7","6.0","03/02/2025"
"285156","NE","56.0","0.0","03/02/2025"
"285160","NE","56.6","8.1","03/02/2025"
"285163","NE","64.4","9.6","03/02/2025"
"285164","NE","7.1","0.0","03/02/2025"
"285165","NE","55.0","0.0","03/02/2025"
"285166","NE","67.8","0.0","03/02/2025"
"285172","NE","76.9","1.0","03/02/2025"
"285173","NE","38.8","3.4","03/02/2025"
"285177","NE","45.5","0.0","03/02/2025"
"285178","NE","35.3","0.0","03/02/2025"
"285180","NE","56.0","0.0","03/02/2025"
"285183","NE","57.1","12.3","03/02/2025"
"285185","NE","58.6","2.1","03/02/2025"
"285187","NE","73.7","4.2","03/02/2025"
"285189","NE","66.7","0.0","03/02/2025"
"285190","NE","36.7","1.8","03/02/2025"
"285192","NE","25.5","0.0","03/02/2025"
"285193","NE","0.0","0.0","03/02/2025"
"285197","NE","34.0","0.0","03/02/2025"
"285200","NE","81.5","25.6","03/02/2025"
"285201","NE","Not Available","Not Available","03/02/2025"
"285203","NE","49.1","2.4","03/02/2025"
"285204","NE","59.4","1.4","03/02/2025"
"285206","NE","53.8","5.1","03/02/2025"
"285207","NE","0.0","0.0","03/02/2025"
"285208","NE","27.9","3.5","03/02/2025"
"285209","NE","78.8","26.2","03/02/2025"
"285210","NE","Not Available","Not Available","03/02/2025"
"285212","NE","Not Available","Not Available","03/02/2025"
"285213","NE","41.9","3.1","03/02/2025"
"285215","NE","75.0","6.0","03/02/2025"
"285216","NE","45.3","0.0","03/02/2025"
"285218","NE","29.3","7.5","03/02/2025"
"285219","NE","54.9","3.2","03/02/2025"
"285220","NE","59.4","6.8","03/02/2025"
"285221","NE","45.3","0.0","03/02/2025"
"285222","NE","61.8","Not Available","03/02/2025"
"285224","NE","74.4","1.5","03/02/2025"
"285225","NE","20.7","0.0","03/02/2025"
"285226","NE","59.7","0.0","03/02/2025"
"285228","NE","0.0","0.0","03/02/2025"
"285230","NE","40.0","2.7","03/02/2025"
"285231","NE","74.7","1.4","03/02/2025"
"285232","NE","95.4","2.8","03/02/2025"
"285235","NE","67.5","2.4","03/02/2025"
"285238","NE","14.7","3.9","03/02/2025"
"285239","NE","0.0","0.0","03/02/2025"
"285240","NE","48.4","12.1","03/02/2025"
"285241","NE","64.5","4.3","03/02/2025"
"285242","NE","54.2","5.8","03/02/2025"
"285245","NE","37.9","1.9","03/02/2025"
"285246","NE","Not Available","Not Available","03/02/2025"
"285248","NE","51.2","1.4","03/02/2025"
"285249","NE","67.3","1.7","03/02/2025"
"285250","NE","73.9","0.0","03/02/2025"
"285252","NE","0.0","2.7","03/02/2025"
"285254","NE","42.9","0.0","03/02/2025"
"285256","NE","58.5","7.7","03/02/2025"
"285257","NE","4.8","0.0","03/02/2025"
"285258","NE","64.7","5.1","03/02/2025"
"285259","NE","60.0","9.2","03/02/2025"
"285260","NE","58.6","40.0","03/02/2025"
"285261","NE","Not Available","Not Available","03/02/2025"
"285262","NE","79.6","Not Available","03/02/2025"
"285263","NE","78.0","0.0","03/02/2025"
"285266","NE","42.7","1.0","03/02/2025"
"285267","NE","35.6","29.4","03/02/2025"
"285268","NE","48.0","2.7","03/02/2025"
